array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
251694_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55210;AT3G56560	[AT3G55210, ANAC063 (Arabidopsis NAC domain containing protein 63); transcription factor];[AT3G56560, ANAC065 (Arabidopsis NAC domain containing protein 65); transcription factor]	[AT3G55210, 3];[AT3G56560, 3]	[AT3G55210, 20476197];[AT3G56560, 20967272]	[AT3G55210, 20476709];[AT3G56560, 20967786]
251695_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56590	hydroxyproline-rich glycoprotein family protein	3	20978064	20978624
251696_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
251697_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56600	inositol or phosphatidylinositol kinase	3	20981082	20981630
251698_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56610	unknown protein	3	20982666	20983031
251699_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56630	CYP94D2 (cytochrome P450, family 94, subfamily D, polypeptide 2); oxygen binding	3	20991044	20991458
251700_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56640	exocyst complex subunit Sec15-like family protein	3	20994770	20995241
251701_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56650	thylakoid lumenal 20 kDa protein	3	20995981	20996819
251702_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56660	BZIP49; DNA binding / transcription factor	3	20997229	20997913
251703_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56670	similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT5G50220.1)	3	21000034	21000859
251704_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56360	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G05250.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41488.1)	3	20907771	20908316
251705_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56400	WRKY70 (WRKY DNA-binding protein 70); transcription factor	3	20920082	20920778
251706_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56620	integral membrane family protein / nodulin MtN21-related	3	20983678	20984380
251707_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56490	zinc-binding protein, putative / protein kinase C inhibitor, putative	3	20952511	20954103
251708_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56580	zinc finger (C3HC4-type RING finger) family protein	3	20973929	20974420
251709_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56380	ARR17 (response regulator 17); transcription regulator/ two-component response regulator	3	20916480	20917333
251710_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56930	zinc finger (DHHC type) family protein	3	21086294	21086850
251711_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56960	PIP5K4 (PHOSPHATIDYL INOSITOL MONOPHOSPHATE 5 KINASE 4); 1-phosphatidylinositol-4-phosphate 5-kinase	3	21094253	21094840
251712_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56120	Met-10+ like family protein	3	20836037	20837303
251713_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56080	dehydration-responsive protein-related	3	20821508	20822267
251714_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56370	leucine-rich repeat transmembrane protein kinase, putative	3	20910403	20910972
251715_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56390	unknown protein	3	20918364	20918666
251716_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55870	anthranilate synthase, alpha subunit, putative	3	20743798	20744724
251717_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55850	LAF3/LAF3 ISF1/LAF3 ISF2 (LONG AFTER FAR-RED 3); hydrolase	3	20732956	20733844
251718_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56100	MRLK (MERISTEMATIC RECEPTOR-LIKE KINASE); ATP binding / protein serine/threonine kinase	3	20828069	20828602
251719_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56140	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN64033.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41449.1); similar to hypothetical protein OsI_004191 [Oryza sativa (indica cultivar-group)] (GB:EAY76344.1); contains InterPro domain Protein of unknown function DUF399 (InterPro:IPR007314)	3	20842820	20843561
251720_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56160	bile acid:sodium symporter	3	20848787	20851568
251721_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56450;AT3G56190	[AT3G56450, ALPHA-SNAP1 (alpha-soluble NSF attachment protein 1); soluble NSF attachment protein];[AT3G56190, ALPHA-SNAP2 (ALPHA-SOLUBLE NSF ATTACHMENT PROTEIN); soluble NSF attachment protein]	[AT3G56450, 3];[AT3G56190, 3]	[AT3G56450, 20942790];[AT3G56190, 20857322]	[AT3G56450, 20943590];[AT3G56190, 20858123]
251722_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56200	amino acid transporter family protein	3	20862142	20862757
251723_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56230	speckle-type POZ protein-related	3	20871949	20872691
251724_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56250	unknown protein	3	20877171	20878726
251725_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56260	unknown protein	3	20879240	20879730
251726_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56280	pseudogene, protein kinase family, contains protein kinase domain, Pfam:PF00069; blastp match of 44% identity and 9.2e-11 P-value to GP|3947676|emb|CAA21067.1||AL031652 dJ1119D9.1 (PAK5 (KIAA1264) (P21-Rho-binding domain containing serine/threonine protein kinase)) {Homo sapiens}	3	20887720	20888395
251727_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56290	similar to hypothetical protein [Vitis vinifera] (GB:CAN75527.1)	3	20889730	20890514
251728_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56300	tRNA synthetase class I (C) family protein	3	20892603	20893309
251729_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56310	alpha-galactosidase, putative / melibiase, putative / alpha-D-galactoside galactohydrolase, putative	3	20895651	20896717
251730_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56330	N2,N2-dimethylguanosine tRNA methyltransferase family protein	3	20902055	20902886
251731_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56350	superoxide dismutase (Mn), putative / manganese superoxide dismutase, putative	3	20905160	20906439
251732_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56110	prenylated rab acceptor (PRA1) family protein	3	20833253	20833735
251733_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56240	CCH (COPPER CHAPERONE)	3	20874445	20875377
251734_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56270	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40480.1); similar to unknown [Populus trichocarpa] (GB:ABK92463.1); contains InterPro domain Protein of unknown function DUF827, plant (InterPro:IPR008545)	3	20882309	20882815
251735_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56090	ATFER3 (FERRITIN 3); ferric iron binding	3	20825344	20826727
251736_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56130	biotin/lipoyl attachment domain-containing protein	3	20838667	20839985
251737_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56340	40S ribosomal protein S26 (RPS26C)	3	20903328	20904205
251738_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56150	EIF3C (EUKARYOTIC TRANSLATION INITIATION FACTOR 3)	3	20844772	20845335
251739_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56170	CAN (CA-2+ DEPENDENT NUCLEASE); nuclease	3	20854336	20855252
251740_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56070	ROC2 (rotamase CyP 2); peptidyl-prolyl cis-trans isomerase	3	20817969	20818481
251741_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56040	similar to hypothetical protein OsJ_018104 [Oryza sativa (japonica cultivar-group)] (GB:EAZ34621.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN60362.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41406.1); contains domain Nucleotide-diphospho-sugar transferases (SSF53448); contains domain no description (G3DSA:3.90.550.10)	3	20803692	20804659
251742_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56050	protein kinase family protein	3	20809303	20809885
251743_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55890	yippee family protein	3	20751918	20752823
251744_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56010	similar to hypothetical protein [Vitis vinifera] (GB:CAN79918.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41393.1)	3	20799760	20800631
251745_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55980	zinc finger (CCCH-type) family protein	3	20788999	20789541
251746_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56060	glucose-methanol-choline (GMC) oxidoreductase family protein	3	20814470	20814961
251747_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55670	similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT3G52680.1); similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT3G52680.2); contains InterPro domain FBD (InterPro:IPR013596); contains InterPro domain FBD-like (InterPro:IPR006566)	3	20669025	20669793
251748_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55680	invertase/pectin methylesterase inhibitor family protein	3	20676721	20677294
251749_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55690	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G39870.1)	3	20678420	20679027
251750_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55710	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	20686199	20686790
251751_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55720	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G05840.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69043.1); contains InterPro domain Protein of unknown function DUF620 (InterPro:IPR006873)	3	20691723	20692290
251752_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55740	ProT2 (PROLINE TRANSPORTER 2); amino acid transmembrane transporter	3	20708369	20709113
251753_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55760	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G42430.1); similar to hypothetical protein [Trifolium pratense] (GB:BAE71279.1)	3	20713089	20713852
251754_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55780	glycosyl hydrolase family 17 protein	3	20717312	20717981
251755_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55790	unknown protein	3	20719267	20719533
251756_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55820	similar to Unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAO06978.1); contains InterPro domain Beta-Ig-H3/fasciclin (InterPro:IPR000782)	3	20725043	20725616
251757_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55640	mitochondrial substrate carrier family protein	3	20651889	20653350
251758_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55770	LIM domain-containing protein	3	20714871	20716028
251759_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55630	ATDFD (A. THALIANA DHFS-FPGS HOMOLOG D); tetrahydrofolylpolyglutamate synthase	3	20649559	20650356
251760_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55605	mitochondrial glycoprotein family protein / MAM33 family protein	3	20633829	20634862
251761_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55700	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	20683664	20684248
251762_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55800	SBPASE (SEDOHEPTULOSE-BISPHOSPHATASE); phosphoric ester hydrolase/ sedoheptulose-bisphosphatase	3	20721601	20722397
251763_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55730	MYB109 (myb domain protein 109); DNA binding / transcription factor	3	20693204	20693685
251764_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55830	EPC1 (ECTOPICALLY PARTING CELLS); transferase, transferring glycosyl groups	3	20727141	20728112
251765_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
251766_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55910	unknown protein	3	20753892	20754231
251767_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55930	RNA splicing factor-related	3	20756361	20756928
251768_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55940	phosphoinositide-specific phospholipase C, putative	3	20760329	20761147
251769_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55950	protein kinase family protein	3	20764884	20765466
251770_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55970	oxidoreductase, 2OG-Fe(II) oxygenase family protein	3	20777949	20779208
251771_at	oligonucleotide	Arabidopsis thaliana	no	AT3G56000	ATCSLA14 (Cellulose synthase-like A14); transferase, transferring glycosyl groups	3	20794457	20795022
251772_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55920	peptidyl-prolyl cis-trans isomerase, putative / cyclophilin, putative / rotamase, putative	3	20754573	20755848
251773_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55960	NLI interacting factor (NIF) family protein	3	20771821	20772745
251774_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55840	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40000.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41329.1); contains InterPro domain Hs1pro-1, C-terminal (InterPro:IPR009743); contains InterPro domain Hs1pro-1, N-terminal (InterPro:IPR009869)	3	20728536	20729045
251775_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39800;AT3G55610	[AT2G39800, P5CS1 (DELTA1-PYRROLINE-5-CARBOXYLATE SYNTHASE 1)];[AT3G55610, P5CS2 (DELTA 1-PYRROLINE-5-CARBOXYLATE SYNTHASE 2); catalytic/ glutamate 5-kinase/ glutamate-5-semialdehyde dehydrogenase/ oxidoreductase]	[AT2G39800, 2];[AT3G55610, 3]	[AT2G39800, 16606655];[AT3G55610, 20636402]	[AT2G39800, 16606803];[AT3G55610, 20636570]
251776_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55620	EMB1624 (EMBRYO DEFECTIVE 1624); translation initiation factor	3	20645915	20647211
251777_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55650;AT3G55810	[AT3G55650, pyruvate kinase, putative];[AT3G55810, pyruvate kinase, putative]	[AT3G55650, 3];[AT3G55810, 3]	[AT3G55650, 20659000];[AT3G55810, 20722732]	[AT3G55650, 20659548];[AT3G55810, 20723280]
251778_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55660	ATROPGEF6/ROPGEF6 (KINASE PARTNER PROTEIN-LIKE); Rho guanyl-nucleotide exchange factor/	3	20660035	20660604
251779_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55300	transposable element gene	3	20515040	20515597
251780_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55310;AT3G55290	[AT3G55310, oxidoreductase];[AT3G55290, short-chain dehydrogenase/reductase (SDR) family protein]	[AT3G55310, 3];[AT3G55290, 3]	[AT3G55310, 20517349];[AT3G55290, 20514121]	[AT3G55310, 20517835];[AT3G55290, 20514607]
251781_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55320	PGP20 (P-GLYCOPROTEIN 20); ATPase, coupled to transmembrane movement of substances	3	20518370	20518954
251782_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55260	ATHEX2/HEXO1 (BETA-HEXOSAMINIDASE 1); beta-N-acetylhexosaminidase/ hexosaminidase/ hydrolase, hydrolyzing O-glycosyl compounds	3	20502894	20503771
251783_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55280	60S ribosomal protein L23A (RPL23aB)	3	20511979	20512465
251784_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55330	PPL1 (PSBP-LIKE PROTEIN 1); calcium ion binding	3	20525021	20525967
251785_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55130	ATWBC19 (WHITE-BROWN COMPLEX HOMOLOG 19); ATPase, coupled to transmembrane movement of substances	3	20445106	20445675
251786_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55270	MKP1; MAP kinase tyrosine/serine/threonine phosphatase	3	20509519	20510376
251787_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55410	2-oxoglutarate dehydrogenase E1 component, putative / oxoglutarate decarboxylase, putative / alpha-ketoglutaric dehydrogenase, putative	3	20555826	20556651
251788_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55420	similar to hypothetical protein [Vitis vinifera] (GB:CAN83699.1)	3	20558997	20559529
251789_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55450	protein kinase, putative	3	20570107	20570855
251790_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55470	C2 domain-containing protein	3	20575357	20576906
251791_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55500	ATEXPA16 (ARABIDOPSIS THALIANA EXPANSIN A16)	3	20586097	20586761
251792_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55550	lectin protein kinase, putative	3	20611027	20611554
251793_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55580	regulator of chromosome condensation (RCC1) family protein	3	20625173	20626695
251794_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55590	GDP-mannose pyrophosphorylase, putative	3	20629304	20629754
251795_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55390	integral membrane family protein	3	20545785	20546578
251796_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55360	ATTSC13/CER10/ECR/TSC13 (ENOYL-COA REDUCTASE); 3-oxo-5-alpha-steroid 4-dehydrogenase/ fatty acid elongase/ trans-2-enoyl-CoA reductase (NADPH)	3	20532168	20532822
251797_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55560	AGF2 (AT-HOOK PROTEIN OF GA FEEDBACK 2)	3	20615953	20616480
251798_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55460	SCL30 (SC35-like splicing factor 30); RNA binding	3	20572317	20574462
251799_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55520	immunophilin, putative / FKBP-type peptidyl-prolyl cis-trans isomerase, putative	3	20605208	20605992
251800_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55510	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G18220.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO68987.1); contains InterPro domain Protein of unknown function UPF0120 (InterPro:IPR005343)	3	20592307	20593047
251801_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55440	ATCTIMC (CYTOSOLIC TRIOSE PHOSPHATE ISOMERASE); triose-phosphate isomerase	3	20565554	20567005
251802_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55380	UBC14 (ubiquitin-conjugating enzyme 14); ubiquitin-protein ligase	3	20542505	20543777
251803_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55350	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G63270.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69251.1); contains domain PTHR22930 (PTHR22930)	3	20531081	20531648
251804_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55430	glycosyl hydrolase family 17 protein / beta-1,3-glucanase, putative	3	20560845	20561348
251805_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55530	SDIR1 (SALT- AND DROUGHT-INDUCED RING FINGER1); protein binding / ubiquitin-protein ligase/ zinc ion binding	3	20606402	20607693
